# Star 3 - Telescope kepler - Campaign 2
# Time Flux Error
# days relative_flux relative_error
37.278882 0.97822593 0.004519
37.301942 0.98456975 0.007048
37.311817 0.98317989 0.006176
37.384259 0.97059406 0.004432
37.404070 0.97100937 0.007176
37.407043 0.97579112 0.005343
37.419665 0.97375800 0.003680
37.433746 0.98925883 0.003212
37.440657 0.97816869 0.007743
37.460788 0.97438097 0.004368
37.472193 0.97631307 0.004644
37.477028 0.97703826 0.003626
37.495919 0.97885040 0.003209
37.528454 0.97161512 0.006946
37.533443 0.96716043 0.004450
37.572989 0.97967519 0.004278
37.619609 0.97604357 0.003060
37.623978 0.97013982 0.003872
37.656183 0.97863786 0.006945
37.657784 0.97655853 0.007037
37.659571 0.97788099 0.003016
37.677564 0.96882237 0.006399
37.684791 0.98029957 0.005682
37.716777 0.97524183 0.007927
37.751602 0.98355693 0.003016
37.797663 0.97451034 0.004366
37.802611 0.96785379 0.004005
37.865472 0.97855189 0.005743
37.888993 0.98524199 0.005184
37.893744 0.97427969 0.004470
37.903725 0.98357199 0.007809
37.908010 0.96383605 0.004149
37.912364 0.97677762 0.003563
37.936927 0.97310755 0.007486
37.961280 0.96531647 0.005539
37.980235 0.98041789 0.007225
38.013966 0.97821268 0.007826
38.030484 0.96658478 0.005368
38.052551 0.98139124 0.007072
38.062415 0.96959014 0.006912
38.070019 0.98047097 0.005389
38.075875 0.97344418 0.003772
38.089882 0.97471786 0.003795
38.121215 0.97970761 0.005276
38.128042 0.98340118 0.007655
38.148610 0.97872644 0.006034
38.149918 0.98226400 0.004140
38.159339 0.97606424 0.007394
38.180430 0.98287974 0.004556
38.191159 0.98157522 0.005541
38.250565 0.97327741 0.007413
38.250738 0.98177316 0.005229
38.253846 0.98051298 0.005697
38.311867 0.97846460 0.004114
38.327187 0.98022809 0.005791
38.353058 0.98465818 0.003936
38.360059 0.98369037 0.003362
38.379410 0.98006018 0.007485
38.385115 0.98295896 0.007112
38.417538 0.98900014 0.006070
38.424195 0.98211072 0.007293
38.452410 0.97823277 0.007086
38.467000 0.96028018 0.003884
38.483946 0.99071157 0.006266
38.499470 0.98714187 0.007152
38.524282 0.98505698 0.007962
38.540854 0.98758610 0.005194
38.550952 0.98301973 0.006554
38.675859 0.97995971 0.004616
38.678912 0.98896772 0.007181
38.812908 0.99960332 0.003205
38.842617 1.00887490 0.007336
38.858703 0.99934925 0.005955
38.891247 0.99797023 0.007753
38.904237 0.99996665 0.003510
38.922758 0.99447412 0.007008
38.923805 1.00198520 0.007434
39.010931 0.99261861 0.006119
39.019088 1.00885451 0.006170
39.029952 0.99694132 0.007825
39.040091 1.00650356 0.007513
39.061404 1.00558742 0.003398
39.078097 1.00069026 0.004925
39.102136 1.00571265 0.005520
39.162103 1.00487863 0.004972
39.169591 1.01492342 0.007141
39.187116 1.00202819 0.005571
39.224796 1.00586503 0.005963
39.229186 1.01128090 0.007890
39.238045 1.00781283 0.003486
39.272005 1.01735103 0.006188
39.316375 1.00917496 0.007089
39.319155 1.01164363 0.006307
39.351716 1.00752394 0.007397
39.363935 1.00807723 0.003708
39.390185 1.01113196 0.004112
39.412496 1.01328417 0.007057
39.419379 1.01849780 0.003122
39.438109 1.01446670 0.007291
39.439405 1.00881484 0.006768
39.441693 1.01385297 0.007871
39.445796 1.01628957 0.007091
39.449152 1.01422936 0.003851
39.451898 1.01444423 0.005335
39.453298 1.01243777 0.007015
39.455482 1.01109851 0.007840
39.461347 1.00496512 0.003899
39.500579 1.01824366 0.007761
39.507951 1.01765833 0.005910
39.524486 1.02136076 0.005085
39.577027 1.02895861 0.004224
39.577907 1.01201785 0.004020
39.578519 1.02259492 0.005618
39.587978 1.01636690 0.005046
39.605870 1.02020061 0.007626
39.630404 1.01862049 0.003884
39.668613 1.01209273 0.007504
39.686401 1.01511413 0.004196
39.699205 1.01744291 0.003771
39.707207 1.01532622 0.007020
39.712743 1.01018675 0.003841
39.735340 1.01278716 0.007733
39.736593 1.02669782 0.004355
39.744719 1.01798336 0.005117
39.756459 1.03029216 0.006103
39.790706 1.01368240 0.007806
39.794793 1.02205437 0.006328
39.796331 1.02054802 0.006112
39.848293 1.02648248 0.006223
39.899764 1.03570196 0.004729
39.908628 1.01962483 0.007846
39.920393 1.01632918 0.006888
39.932336 1.01602936 0.003944
39.952412 1.02630345 0.004925
39.957283 1.02152505 0.007616
39.981672 1.01639461 0.007023
40.070308 1.02236513 0.006172
40.075222 1.02271248 0.003113
40.110071 1.03007733 0.004629
40.119298 1.02397542 0.004493
40.132190 1.03149599 0.007087
40.147014 1.02866090 0.006609
40.214276 1.02321498 0.006917
40.237946 1.02488867 0.007527
40.279970 1.02578078 0.004353
40.306813 1.07132615 0.003760
40.327163 1.01679980 0.004194
40.329493 1.02159829 0.003475
40.354386 1.02217977 0.005785
40.373021 1.02058339 0.005603
40.428179 1.01942717 0.006785
40.470409 1.02801563 0.003554
40.478923 1.03355511 0.007673
40.495344 1.02768539 0.004363
40.512332 1.02538274 0.007350
40.530840 1.02402768 0.005486
40.550037 1.02727755 0.005134
40.622578 1.02597468 0.003635
40.623545 1.02219472 0.004089
40.642738 1.01893441 0.007900
40.655534 1.02498216 0.006848
40.657455 1.01886927 0.003390
40.665828 1.02332066 0.006487
40.666059 1.02424015 0.004841
40.692143 1.02155282 0.003010
40.696939 1.02751618 0.004648
40.720944 1.00894034 0.003640
40.723462 1.02762318 0.007153
40.727233 1.02593635 0.006140
40.732958 1.02190646 0.003577
40.741209 1.02022775 0.003800
40.776000 1.02296367 0.006435
40.785817 1.01469174 0.005157
40.806200 1.02236513 0.005036
40.811849 1.01709048 0.007335
40.853031 1.02294299 0.006863
40.859787 1.01971253 0.003121
40.874805 1.01682607 0.007707
40.948882 1.01708738 0.004998
40.953380 1.01016461 0.007601
40.958656 1.02031008 0.004635
40.968275 1.01454461 0.005075
40.974712 1.02125094 0.004416
40.984729 1.02461172 0.005284
41.010241 1.01216797 0.005948
41.048848 1.01585560 0.004267
41.080622 1.02246185 0.003788
41.081713 1.02313771 0.007665
41.110155 1.01453286 0.006012
41.113737 1.01723739 0.006266
41.145706 1.01590157 0.005312
41.158349 1.00744501 0.006246
41.167102 1.01809408 0.005006
41.207254 1.01549150 0.004518
41.213577 1.01430457 0.006163
41.218689 1.01343806 0.007051
41.228951 1.01601813 0.005649
41.254545 1.01423809 0.003736
41.268479 1.02201207 0.003203
41.277609 1.01874831 0.006649
41.365174 1.00964151 0.004040
41.381204 1.01672507 0.007723
41.421689 1.00300564 0.007114
41.424554 1.01298967 0.006468
41.516947 1.01056832 0.007721
41.522678 1.00840316 0.007785
41.526823 1.00922261 0.004647
41.536734 1.01647345 0.003142
41.573856 1.01148042 0.004590
41.591040 1.01020969 0.005120
41.669643 1.01163973 0.005656
41.682378 1.00919673 0.003106
41.688032 1.01472828 0.006782
41.695962 1.00488483 0.005265
41.700911 0.99568496 0.004514
41.725675 1.01492641 0.007016
41.727099 1.00795272 0.007012
41.728473 1.00134497 0.003439
41.740492 1.00644776 0.005120
41.768203 1.00318162 0.007779
41.772779 1.00091473 0.007246
41.794958 1.00629066 0.004322
41.800148 1.00403815 0.007840
41.814554 1.00508370 0.003767
41.818356 1.00469579 0.007071
41.832156 1.00428687 0.004586
41.845025 1.00702685 0.004643
41.855793 1.00781271 0.003689
41.863974 1.00561256 0.005823
41.894144 1.00781919 0.003632
41.898861 1.00593172 0.007257
41.899567 1.00827828 0.007553
41.905467 1.00919610 0.003434
41.929846 0.99770662 0.006051
41.954936 1.01794212 0.007108
41.968530 1.00039792 0.006124
42.050100 1.00408093 0.006277
42.080844 1.00425662 0.005883
42.082064 0.99994361 0.006277
42.087880 1.00888712 0.006065
42.090293 1.01068477 0.004920
42.186278 0.99004814 0.003943
42.192679 1.00435551 0.006737
42.207964 1.00634075 0.003724
42.231078 1.00444875 0.005703
42.259309 1.00896924 0.007873
42.268697 1.00010621 0.004471
42.278574 1.00036294 0.006204
42.301085 1.00810785 0.006590
42.316509 0.99734631 0.006055
42.342502 1.00360812 0.006202
42.347015 0.98775607 0.006734
42.352057 0.99977143 0.004173
42.408734 1.00495729 0.003304
42.411826 1.00811849 0.003215
42.495191 1.00207352 0.004904
42.513743 1.00631298 0.007106
42.530239 1.00871491 0.006266
42.586402 0.99956062 0.004061
42.601948 0.99547623 0.003476
42.650523 1.00221823 0.007841
42.652896 0.99621413 0.003318
42.668655 1.00075886 0.004666
42.671367 1.00291570 0.004125
42.678549 0.99048906 0.005772
42.718019 1.00652128 0.006515
42.740161 0.99312844 0.006139
42.758531 1.00214243 0.007548
42.773316 0.99793781 0.003001
42.782119 1.00615411 0.005225
42.814601 1.00751658 0.004867
42.833847 1.00511811 0.007087
42.948310 1.00424029 0.005719
42.960781 0.98992307 0.005754
43.077354 0.99838702 0.004222
43.095347 0.99629639 0.003316
43.135178 0.99800958 0.007953
43.151982 1.00237826 0.003383
43.156125 1.00769327 0.006261
43.160473 0.99845316 0.003881
43.184729 1.00480047 0.005483
43.194603 1.00663197 0.005415
43.206611 1.00140609 0.007877
43.210822 1.00456601 0.005230
43.218809 1.00561854 0.006634
43.259070 0.99938246 0.003972
43.277185 1.00440253 0.003977
43.333119 0.99124835 0.005841
43.347995 0.99241070 0.005223
43.364427 0.99452471 0.007428
43.366557 1.00374664 0.006395
43.373257 0.98998473 0.006154
43.378393 1.00477649 0.005369
43.384429 1.00605378 0.005203
43.387527 1.00069113 0.006963
43.405935 0.99937303 0.007978
43.422007 1.00165829 0.004609
43.433291 1.00011940 0.006308
43.437296 0.99615111 0.007717
43.447362 0.99344338 0.005491
43.463948 1.00094682 0.005296
43.467568 0.99556714 0.007428
43.479912 0.99662904 0.006764
43.496447 1.00981613 0.006371
43.510372 0.99520139 0.003143
43.519824 1.00260855 0.005958
43.524073 0.99538208 0.006716
43.594210 0.99718397 0.006576
43.626900 1.00106692 0.006372
43.721155 0.99918474 0.003689
43.721602 1.00158392 0.003388
43.741505 0.99845246 0.004210
43.745419 0.99009875 0.005699
43.760980 1.00253331 0.003390
43.774219 0.99187126 0.003952
43.780095 0.99351032 0.005367
43.787807 1.00110735 0.005386
43.802307 0.99812881 0.006818
43.804070 0.99146596 0.003993
43.804329 1.00396366 0.006230
43.814150 0.99141782 0.005019
43.821435 0.99957590 0.007563
43.864084 0.98646983 0.004379
43.885803 0.99153233 0.003434
43.900487 1.00107582 0.006954
43.911399 0.99317042 0.007258
43.926573 0.99897044 0.006794
43.950618 0.99491028 0.005531
43.972013 0.99272999 0.007051
43.974334 0.99724694 0.005988
44.027096 0.99498863 0.007025
44.034889 0.99344412 0.004834
44.046362 0.99004393 0.004624
44.059686 0.99789117 0.007159
44.099777 0.98010829 0.007955
44.107596 0.99602684 0.007962
44.113209 0.98896714 0.003741
44.145571 0.98939591 0.003586
44.198561 0.99172953 0.003595
44.205507 0.99361980 0.006871
44.308338 0.98808589 0.005606
44.319014 0.98562566 0.003954
44.320272 0.98333024 0.005432
44.381296 0.99255728 0.005058
44.382576 0.99080906 0.007006
44.389955 0.99200772 0.004330
44.401290 0.98806441 0.006355
44.404942 0.99463853 0.006976
44.424517 0.99337268 0.007438
44.559347 0.98638216 0.005329
44.570127 0.98382956 0.006327
44.590634 0.98374456 0.005724
44.616028 0.98340718 0.003083
44.629127 0.98853931 0.003866
44.630521 0.98842062 0.005452
44.633684 0.97839706 0.006956
44.639429 0.97915140 0.003946
44.641982 0.98704135 0.007281
44.644094 0.98793596 0.006997
44.676010 0.98625104 0.003337
44.685708 0.98468544 0.003950
44.718392 0.97007511 0.003612
44.720205 0.97706608 0.007674
44.720909 0.98535854 0.003177
44.731644 0.98566901 0.004267
44.749004 0.97927573 0.007934
44.797584 0.97391047 0.006363
44.812238 0.98515283 0.007839
44.825971 0.98387724 0.003318
44.828125 0.97524662 0.003031
44.857527 0.98424174 0.007484
44.865560 0.97456630 0.005688
44.872365 0.97142490 0.003569
44.878656 0.98621372 0.005101
44.891954 0.98105552 0.007502
44.917386 0.98624770 0.005006
44.923388 0.98923362 0.003982
44.935031 0.97486869 0.004394
45.059736 0.97735875 0.007112
45.082058 0.97246193 0.007756
45.094020 0.97099175 0.003069
45.103266 0.98255940 0.004221
45.149229 0.97044035 0.007219
45.159705 0.97299899 0.006420
45.187385 1.03872324 0.004839
45.213820 0.97622997 0.005204
45.261539 0.97747294 0.005613
45.290809 0.97262086 0.004393
45.296996 0.97172381 0.005090
45.303135 0.97486898 0.004745
45.312879 0.97269920 0.003662
45.338473 0.97335151 0.004004
45.387488 0.98151701 0.004952
45.402432 0.97330249 0.005040
45.426195 0.97949180 0.003201
45.448330 0.97924827 0.007738
45.466269 0.98521897 0.007423
45.484613 0.96965364 0.004893
45.494616 0.96178671 0.006039
45.498584 0.97585506 0.007315
45.506618 0.96270219 0.004709
45.524638 0.97295784 0.006304
45.550738 0.98055416 0.004071
45.571122 0.97163344 0.007843
45.574863 0.97780577 0.003038
45.602525 0.97105972 0.003710
45.606592 0.96862963 0.005311
45.641440 0.97889965 0.006277
45.676935 0.96697545 0.007664
45.679516 0.98177786 0.006583
45.681194 0.97811308 0.003600
45.702418 0.96793022 0.006260
45.708886 0.97575736 0.004386
45.710947 0.97675583 0.003422
45.739684 0.97409977 0.005951
45.790735 0.98209077 0.003444
45.804931 0.97239391 0.006292
45.856039 0.98378146 0.004395
45.866080 0.97607479 0.004472
45.918926 0.97527951 0.006248
45.919674 0.97125330 0.007968
45.943836 0.97055718 0.005025
45.967878 0.98049472 0.005356
45.986003 0.97139504 0.003676
46.000388 0.97372379 0.007764
46.007988 0.98187997 0.005157
46.034066 0.98492366 0.006687
46.050317 0.98960850 0.004298
46.050616 0.97670736 0.003298
46.083225 0.98842608 0.005896
46.102916 0.98278953 0.006936
46.125175 0.97905457 0.004820
46.144750 0.98054783 0.007413
46.189548 0.98202374 0.004596
46.198855 0.97627250 0.004768
46.218853 0.98615775 0.007687
46.239187 0.98394543 0.005268
46.285644 0.98083489 0.003297
46.301209 0.98214393 0.003722
46.302058 0.99729120 0.005133
46.303033 0.98249266 0.005625
46.304843 0.98942172 0.005544
46.360219 0.98737076 0.007330
46.369343 0.98538150 0.006340
46.412774 0.98412288 0.005918
46.440464 0.99395845 0.007563
46.469691 0.99259849 0.006637
46.553265 0.99033570 0.007431
46.570815 0.99516793 0.005259
46.599879 0.99838614 0.005122
46.631804 0.99104871 0.003834
46.634228 1.00153800 0.003543
46.647339 0.99405990 0.007945
46.665517 0.99626818 0.007035
46.759227 1.00546240 0.005931
46.770452 1.00409626 0.004051
46.772345 1.00127314 0.005955
46.776314 1.00497576 0.004325
46.805853 0.99993023 0.003958
46.808187 0.99192352 0.007588
46.824452 1.00169885 0.006842
46.833862 1.00944585 0.004835
46.853769 1.00590976 0.005543
46.856991 0.99468873 0.004510
46.860049 0.99960611 0.005585
46.914396 1.00907962 0.003950
46.958807 0.99947195 0.006840
46.977931 1.00495794 0.007825
47.041824 1.00603163 0.006557
47.054489 1.00977465 0.003237
47.059814 1.00254871 0.003408
47.060652 1.01526577 0.006372
47.063726 1.00612296 0.004509
47.076378 1.00295421 0.006874
47.082867 1.00857259 0.004388
47.085538 1.00821700 0.005544
47.105532 1.01167655 0.003924
47.120692 1.00900190 0.004118
47.122106 1.01252120 0.003615
47.165923 1.01156853 0.004675
47.184881 1.01801724 0.006433
47.196056 1.01161006 0.003620
47.224028 1.00776635 0.005678
47.237768 1.00378970 0.007937
47.244662 1.01438041 0.003751
47.280926 1.01309265 0.004574
47.306756 1.01438255 0.006968
47.361957 1.01880591 0.004252
47.394978 1.01976289 0.007575
47.459024 1.01896435 0.006995
47.485360 1.01899831 0.006509
47.502655 1.02659506 0.007450
47.516135 1.01983764 0.007668
47.517094 1.01944910 0.005295
47.528292 1.02003404 0.006072
47.564759 1.07050156 0.007070
47.594601 1.02851382 0.006943
47.600233 1.02466007 0.007320
47.610664 1.02412214 0.006581
47.646573 1.02172820 0.005626
47.649925 1.02407166 0.003146
47.660354 1.03416285 0.003247
47.664153 1.03067503 0.007687
47.706008 1.02126329 0.006394
47.714708 1.01833499 0.006498
47.715438 1.02398391 0.005762
47.729183 1.01650378 0.007791
47.733846 1.01779516 0.004771
47.740712 1.01786549 0.005781
47.751688 1.02857463 0.005348
47.784840 1.03251255 0.007198
47.802257 1.01961264 0.006361
47.802688 1.02758824 0.005564
47.816013 1.02674900 0.007217
47.820156 1.01562931 0.007104
47.875967 1.02269292 0.004096
47.935594 1.01775104 0.003215
47.977646 1.02949514 0.007973
48.056540 1.02776226 0.006590
48.079224 1.02248590 0.003315
48.088301 1.03247968 0.007218
48.125034 1.02063623 0.005541
48.128676 1.01752309 0.007777
48.138646 1.02451876 0.006121
48.143320 1.02486071 0.003083
48.145697 1.02729691 0.003755
48.172143 1.02669888 0.006301
48.173090 1.02892030 0.003608
48.198655 1.02981799 0.004759
48.203950 1.02242076 0.005769
48.228792 1.02440984 0.003543
48.251935 1.03200308 0.006115
48.269939 1.02630592 0.003152
48.274920 1.02871842 0.007417
48.285801 1.01630460 0.004851
48.321354 1.03581969 0.007563
48.323416 1.02866845 0.005484
48.387496 1.02941932 0.005796
48.396966 1.01433697 0.004580
48.512955 1.01589840 0.004256
48.517022 1.01779304 0.003944
48.519669 1.02338317 0.005058
48.526154 1.01552071 0.005836
48.539105 1.02474447 0.007018
48.547657 1.01796987 0.005110
48.572948 1.02836472 0.007408
48.576617 1.04246110 0.003396
48.587659 1.00890114 0.005859
48.591039 1.03045980 0.004677
48.604253 1.01912191 0.007272
48.606908 1.01926130 0.004252
48.607965 1.02151558 0.005688
48.627029 1.02431195 0.005318
48.659015 1.01201745 0.007793
48.659885 1.02873673 0.003273
48.677427 1.00912568 0.003829
48.722014 1.02412395 0.006776
48.730855 1.01731911 0.005819
48.755278 1.02543596 0.007558
48.767144 1.01755959 0.004725
48.784347 1.02224273 0.005413
48.789945 1.02188356 0.004127
48.806443 1.01689351 0.004531
48.811305 1.01427137 0.004180
48.823450 1.01089135 0.005356
48.828571 1.02191037 0.003273
48.839422 1.03090231 0.007961
48.859251 1.01227334 0.006173
48.898808 1.01692326 0.003882
48.903323 1.01276272 0.007948
48.904207 1.01895528 0.003202
48.913832 1.01233991 0.005727
48.917369 1.00774298 0.005005
48.920479 1.01737477 0.006431
48.933368 1.02006486 0.003494
48.971914 1.01990443 0.003380
48.974191 1.01702246 0.007463
48.979459 1.01330804 0.003438
48.987961 1.01968890 0.005881
49.034997 1.02513596 0.007966
49.042938 0.98488670 0.003770
49.086940 1.00906937 0.003559
49.100750 1.01531270 0.005947
49.108625 1.00770322 0.005772
49.119067 1.01022591 0.003471
49.204204 1.00708034 0.003086
49.311847 1.01225124 0.004218
49.347907 1.01278790 0.007599
49.407784 1.01157316 0.004684
49.414283 1.01419878 0.004436
49.457818 1.00161570 0.005022
49.468544 1.01491722 0.007009
49.475970 1.00724661 0.005239
49.479138 1.01151867 0.003820
49.493265 0.99690736 0.005749
49.509925 1.00266076 0.007132
49.523657 1.01225107 0.006150
49.566245 1.00711685 0.005821
49.569419 1.00143046 0.005478
49.672991 1.00640535 0.006724
49.695322 0.99852711 0.005700
49.711587 1.00035112 0.006072
49.714738 1.00452913 0.003605
49.735159 1.00614157 0.005384
49.759752 1.00330166 0.004205
49.795416 1.00027801 0.003209
49.804136 1.00755586 0.007810
49.808615 1.00141160 0.004821
49.832662 1.00090016 0.004691
49.863981 1.00476836 0.004173
49.941640 1.00600421 0.003030
49.959925 0.99732841 0.007012
49.978268 1.00679676 0.004646
50.000632 0.99727956 0.004946
50.086846 0.99977584 0.005974
50.095002 0.99763678 0.004373
50.131336 1.00328220 0.007069
50.159344 1.00692942 0.007282
50.193177 1.00863727 0.004623
50.205801 0.99352289 0.007629
50.207329 1.00030292 0.006010
50.246403 1.01890809 0.006225
50.279849 1.00296139 0.007023
50.285014 1.00259412 0.007351
50.287952 1.00083284 0.003902
50.294985 1.00728120 0.003969
50.314551 0.94818221 0.004097
50.325022 1.01249828 0.004336
50.329531 0.99892177 0.006601
50.353617 1.00880765 0.003226
50.392872 0.99162741 0.007741
50.415750 1.00146815 0.006513
50.427336 0.99486976 0.004957
50.487070 1.00264651 0.005579
50.497319 0.99886691 0.004195
50.503909 0.99579438 0.003700
50.517900 0.99671284 0.007547
50.550061 0.99369864 0.007596
50.573035 1.00785922 0.006826
50.593389 1.00657829 0.006284
50.643948 1.00149355 0.007120
50.647835 1.00236980 0.004541
50.651413 0.99684068 0.004245
50.658661 0.99962750 0.007519
50.690345 1.00551342 0.007663
50.720593 0.99514133 0.006203
50.735729 1.00141483 0.007776
50.738080 1.00264221 0.003747
50.770961 0.99545561 0.007964
50.779724 0.99845837 0.004575
50.782465 0.99597121 0.007369
50.793582 1.00616701 0.007884
50.857837 1.00334045 0.004362
50.875066 1.00247972 0.007021
50.928658 1.00336644 0.007240
50.976429 0.99819423 0.006045
51.011600 0.99824680 0.005676
51.045241 1.00191996 0.006234
51.047940 0.99737186 0.007225
51.048269 1.00980879 0.007722
51.070587 0.99950941 0.004065
51.078845 1.00160726 0.004698
51.131351 1.00238426 0.003067
51.143459 0.99611636 0.006958
51.156107 0.99878747 0.004205
51.170970 0.99501175 0.003113
51.264696 1.00365403 0.004795
51.271851 1.00101102 0.006129
51.276178 1.00452733 0.003511
51.298666 1.00175465 0.003311
51.311547 0.99314655 0.003776
51.313710 1.00442695 0.003190
51.336215 1.00250981 0.004868
51.352941 0.98205978 0.007708
51.372453 1.00003786 0.006259
51.377796 0.99973304 0.006715
51.403153 1.01454938 0.004673
51.420836 0.99624274 0.007415
51.432457 1.06532028 0.003262
51.490415 0.99665970 0.003599
51.510044 0.99678401 0.006392
51.536678 0.99814877 0.003052
51.536868 0.98762406 0.006383
51.544370 0.99298818 0.006962
51.556494 0.99172991 0.005168
51.585892 1.00283162 0.004564
51.595878 1.00401868 0.004213
51.613828 0.99744029 0.005260
51.631734 0.98996514 0.006286
51.635043 1.00115104 0.007879
51.679655 0.99362665 0.007247
51.690208 0.99896641 0.004804
51.690605 0.98972866 0.005308
51.697874 0.99134528 0.004963
51.743207 0.99810124 0.007760
51.747214 0.99615819 0.004868
51.753214 0.99296443 0.004983
51.779518 0.99934680 0.006218
51.794051 0.99954567 0.005726
51.802966 1.00227785 0.006504
51.814587 0.99661324 0.007300
51.840027 0.99778415 0.007120
51.847908 0.99493013 0.004795
51.852858 0.98724475 0.003512
51.865320 0.99472865 0.004682
51.880650 0.99102643 0.003796
51.892154 0.99564344 0.006408
51.897140 0.99438282 0.003220
51.934690 0.99043563 0.007590
51.937983 0.99075885 0.005020
51.958971 0.99447610 0.005984
52.002868 1.00137799 0.007779
52.014558 0.99424380 0.003063
52.021274 0.99097335 0.006124
52.028269 0.99332377 0.003385
52.038077 0.99529939 0.006285
52.047849 0.98959692 0.006579
52.108100 0.98632080 0.005355
52.112460 0.99303907 0.003699
52.142257 0.98838662 0.005408
52.147362 0.99412582 0.007493
52.149860 0.98971346 0.007828
52.201785 0.98553748 0.007876
52.270026 0.98130596 0.003004
52.272392 0.99227604 0.003073
52.277462 0.98470504 0.007080
52.279837 0.98243050 0.005167
52.294180 0.98672472 0.004669
52.318863 0.98179615 0.007121
52.331053 0.97723637 0.003150
52.347528 0.99632905 0.006716
52.355481 0.98232934 0.004083
52.390768 0.99421972 0.005134
52.423172 0.98415037 0.003776
52.429960 0.98420254 0.007318
52.433700 0.99018539 0.006306
52.434850 0.97971054 0.007285
52.462560 0.98576684 0.006232
52.483801 0.96315594 0.004476
52.492818 0.98694569 0.004204
52.544271 0.98379617 0.006733
52.547684 0.98560804 0.006805
52.561073 0.98208748 0.005823
52.561850 0.98101320 0.007240
52.569154 0.98773167 0.007109
52.592471 0.98087141 0.003011
52.601812 0.97683490 0.003419
52.605093 0.97880802 0.003823
52.624187 0.97759375 0.006340
52.635599 0.99103903 0.004382
52.638085 0.97458547 0.004534
52.647506 0.98884699 0.005470
52.732669 0.98057462 0.004427
52.743539 0.97989617 0.004127
52.757027 0.98155711 0.006919
52.849003 0.97414530 0.006545
52.852348 0.97767010 0.004031
52.887213 0.98447040 0.005373
52.929715 0.96395776 0.005319
52.952978 0.98361038 0.006901
52.961937 0.98285338 0.007995
53.008298 0.98209466 0.004632
53.023533 0.97102853 0.004457
53.046422 0.97248495 0.003747
53.047592 0.97578424 0.003818
53.061382 0.98412607 0.004881
53.063516 0.97739413 0.005092
53.064656 0.97612332 0.004645
53.118372 0.97957417 0.004866
53.127337 0.96665204 0.003483
53.149784 0.96587069 0.007257
53.168815 0.97779949 0.007960
53.181535 0.97110408 0.005987
53.184577 0.98153534 0.004399
53.186827 0.96892030 0.003596
53.263622 0.97203195 0.003188
53.290536 0.97754144 0.006148
53.337041 0.98264325 0.007615
53.339984 0.98216988 0.004796
53.380074 0.97864920 0.006486
53.408301 0.98031938 0.003186
53.411946 0.97523864 0.007788
53.438084 0.98274850 0.006009
53.472424 0.97490333 0.004618
53.473038 0.97631052 0.004057
53.476124 0.93322956 0.005115
53.540697 0.98584595 0.007030
53.550254 0.98622141 0.003068
53.560342 0.97952302 0.003684
53.592946 0.97397312 0.005058
53.603372 0.98360691 0.006893
53.607480 0.97651644 0.005870
53.623638 0.97510623 0.006165
53.654768 0.98720144 0.005163
53.727511 0.96734386 0.005854
53.753496 0.98032544 0.003391
53.779857 0.97108881 0.003697
53.798621 0.97732613 0.004652
53.810153 0.97434105 0.007707
53.862722 0.97280034 0.006496
53.864221 0.97560755 0.007385
53.946137 0.98321889 0.004297
53.949356 0.98686567 0.007780
53.973624 0.98472285 0.004359
53.979367 0.98080629 0.007845
53.988101 0.98876676 0.006710
54.096665 0.98403047 0.006818
54.102423 0.98514201 0.003851
54.108665 0.98964667 0.005121
54.111824 0.98496938 0.003988
54.135657 0.98952607 0.006681
54.146352 0.99137179 0.007875
54.149247 0.98562976 0.003906
54.171712 0.99400629 0.003766
54.215765 0.97787229 0.005676
54.217249 0.99216582 0.003481
54.260612 0.99065047 0.003580
54.263007 0.98569056 0.007683
54.281376 0.98655717 0.003053
54.311130 0.99368574 0.005563
54.321464 0.98781626 0.004567
54.323975 0.98988390 0.004727
54.324032 0.99513911 0.005541
54.354202 0.99742555 0.003262
54.402368 0.99269754 0.005873
54.436648 0.98675865 0.005194
54.439839 0.99269944 0.004424
54.447522 1.00897046 0.007459
54.466036 0.98586534 0.007633
54.469163 0.99748773 0.005395
54.491158 0.99422125 0.003178
54.497609 0.99352387 0.005935
54.520899 1.00347992 0.003951
54.543550 1.00096504 0.007948
54.586913 0.99651645 0.006006
54.671982 1.00315440 0.006082
54.737625 1.01305884 0.007190
54.746523 1.00687019 0.005242
54.800664 1.00730086 0.006510
54.819086 1.00612899 0.003007
54.844425 1.00846597 0.003908
54.862557 1.00728471 0.004823
54.911164 1.00849303 0.007283
54.958970 1.00251895 0.006720
54.975688 1.01457385 0.003760
55.047202 1.01667931 0.006356
55.054306 1.01715915 0.005256
55.075846 1.00703331 0.003220
55.081476 1.01273797 0.003993
55.082792 1.01453672 0.005620
55.154332 1.01578306 0.005901
55.159551 1.01703361 0.003667
55.167315 1.01805645 0.003765
55.178168 1.02398852 0.006468
55.214650 1.02519162 0.004400
55.218435 1.01544684 0.006162
55.244272 1.01398993 0.005540
55.245704 1.02808574 0.006961
55.253433 1.02410393 0.007189
55.261893 1.01402207 0.006091
55.276180 1.01189796 0.006041
55.291236 1.01208207 0.005571
55.292746 1.01900925 0.005452
55.302227 1.01450045 0.003118
55.306284 1.01047404 0.003877
55.318682 1.01911610 0.006173
55.385838 1.02060270 0.005816
55.401090 1.01547260 0.007563
55.405681 1.01632932 0.003619
55.420406 1.02757716 0.007795
55.434058 1.01916009 0.006892
55.437368 1.02054952 0.004324
